,title,url,id,start,end,duration,text
32,Machine Learning Fundamentals: Cross Validation,https://www.youtube.com/watch?v=fSytzGwwBVw,fSytzGwwBVw,111.0,155.0,44.0," The second thing we need to do with this data is evaluate how well the machine learning methods work. In other words, we need to find out if this curve will do a good job categorizing new data. In machine learning lingo, evaluating a method is called testing the algorithm. Thus, using machine learning lingo, we need the data to one train the machine learning methods and to test the machine learning methods. A terrible approach would be to use all the data to estimate the parameters i.e. to train the algorithm."
33,Machine Learning Fundamentals: Cross Validation,https://www.youtube.com/watch?v=fSytzGwwBVw,fSytzGwwBVw,155.0,201.0,46.0," Because then we wouldn't have any data left to test the method. We're using the same data for both training and testing is a bad idea because we need to know how the method will work on data it wasn't trained on. A slightly better idea would be to use the first 75% of the data for training, and the last 25% of the data for testing. We could then compare methods by seeing how well each one categorized the test data. But how do we know that using the first 75% of the data for training in the last 25% of the data for testing is the best way to divide up the data?"
34,Machine Learning Fundamentals: Cross Validation,https://www.youtube.com/watch?v=fSytzGwwBVw,fSytzGwwBVw,201.0,234.0,33.0," What if we use the first 25% of the data for testing? Or what about one of these metal blocks? Rather than worry too much about which block would be best for testing, cross validation uses them all one at a time and summarizes the results at the end. For example, cross validation would start by using the first three blocks to train the method. And then use the last block to test the method."
35,Machine Learning Fundamentals: Cross Validation,https://www.youtube.com/watch?v=fSytzGwwBVw,fSytzGwwBVw,234.0,256.0,22.0," And then it keeps track of how well the method did with the test data. Then it uses this combination of blocks to train the method. And this block is used for testing. And then it keeps track of how well the method did with the test data. Et cetera, et cetera, et cetera."
36,Machine Learning Fundamentals: Cross Validation,https://www.youtube.com/watch?v=fSytzGwwBVw,fSytzGwwBVw,256.0,285.0,29.0," In the end, every block of data is used for testing, and we can compare methods by seeing how well they performed. In this case, since the support vector machine did the best job classifying the test data sets, we'll use it. Bam. Note, in this example, we divided the data into four blocks. This is called four fold cross validation."
37,Machine Learning Fundamentals: Cross Validation,https://www.youtube.com/watch?v=fSytzGwwBVw,fSytzGwwBVw,285.0,310.0,25.0," However, the number of blocks is arbitrary. In an extreme case, we could call each individual patient or sample a block. This is called leaf one out cross validation. Each sample is tested individually. That said, in practice, it is very common to divide the data into 10 blocks."
38,Machine Learning Fundamentals: Cross Validation,https://www.youtube.com/watch?v=fSytzGwwBVw,fSytzGwwBVw,310.0,329.0,19.0," This is called 10 fold cross validation. Double bam. One last note, before we're done. Say like we wanted to use a method that involved a tuning parameter. A parameter that isn't estimated, but is just sort of guessed."
39,Machine Learning Fundamentals: Cross Validation,https://www.youtube.com/watch?v=fSytzGwwBVw,fSytzGwwBVw,329.0,351.0,22.0," For example, Ridge regression has a tuning parameter. Then we could use 10 fold cross validation to help find the best value for that tuning parameter. Tiny bam. Hooray, we've made it to the end of another exciting stat quest. If you like this stat quest and want to see more, please subscribe."
40,Machine Learning Fundamentals: Cross Validation,https://www.youtube.com/watch?v=fSytzGwwBVw,fSytzGwwBVw,351.0,363.0,12.0," And if you want to support stat quest, well, please click the like button down below, and consider buying one of my original songs. All right. Until next time, quest on."
41,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,0.0,25.0,25.0," If you feel confused, don't sweat it. Stack Quest is here. Stack Quest. Hello, I'm Josh Stomor and welcome to Stack Quest. Today we're going to cover another machine learning fundamental, the confusion matrix, and it's going to be clearly explained."
42,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,25.0,60.0,35.0," Imagine that we have this medical data. We've got some clinical measurements, like chest pain, good blood circulation, blocked arteries, and weight. And we want to apply a machine learning method to them to predict whether or not someone will develop heart disease. To do this, we could use logistic regression, or k-nearest neighbors, or random forest, or some other method, there are tons to choose from. How do we decide which one works best with our data?"
43,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,60.0,92.0,32.0," We start by dividing the data into training and testing sets. Note, this would be an excellent opportunity to use cross-validation, and if you're not familiar with that, we'll check out the stack quest. Then we train all of the methods we're interested in with the training data. And then test each method on the testing set. Now we need to summarize how each method performed on the testing data."
44,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,92.0,123.0,31.0," One way to do this is by creating a confusion matrix for each method. The rows in a confusion matrix correspond to what the machine learning algorithm predicted. And the columns correspond to the known truth. Since there are only two categories to choose from, heart disease, or does not have heart disease, then the top left corner contains true positives."
45,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,123.0,152.0,29.0," These are patients that had heart disease that were correctly identified by the algorithm. The true negatives are in the bottom right hand corner. These are patients that did not have heart disease that were correctly identified by the algorithm. The bottom left hand corner contains false negatives. False negatives are when a patient has heart disease, but the algorithm said they didn't."
46,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,152.0,184.0,32.0," Lastly, the top right hand corner contains false positives. False positives are patients that do not have heart disease, but the algorithm says they do. For example, when we applied the random forest to the testing data, there were 142 true positives, patients with heart disease that were correctly classified. And 110 true negatives, patients without heart disease that were correctly classified."
47,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,185.0,213.0,28.0," However, the algorithm misclassified 29 patients that did have heart disease by saying they did not. These are false negatives. In the algorithm misclassified 22 patients that did not have heart disease by saying that they did. These are false positives. The numbers along the diagonal, the green boxes, tell us how many times the samples were correctly classified."
48,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,214.0,246.0,32.0," The numbers not on the diagonal, the red boxes, are samples that the algorithm messed up. Now we can compare the random forest confusion matrix to the confusion matrix we get when we use K nearest neighbors. K nearest neighbors was worse than the random forest at predicting patients with the heart disease. 107 versus 142. And worse at predicting patients without heart disease."
49,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,246.0,276.0,30.0," 79 versus 110. So if we had to choose between using the random forest and K nearest neighbors, we would choose the random forest. Bam. Lastly, we can apply logistic regression to the testing data set and create a confusion matrix. These two confusion matrices are very similar and make it hard to choose which machine learning method is a better fit for this data."
50,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,276.0,315.0,39.0," We'll talk about more sophisticated metrics like sensitivity, specificity, ROC and AOC that can help us make a decision in the next stat quests. Now that we have the basic confusion matrix figured out, let's look at a more complicated one. Here's a new data set. Now the question is, based on what people think of these movies, Jurassic Park 3, run for your wife, out cold spelled with a K and Howard the Duck, can we use a machine learning method to predict their favorite movie?"
51,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,315.0,351.0,36.0," If the only options for favorite movie were troll 2, gore police, or cool as ice, then the confusion matrix would have three rows and three columns. But just like before, the diagonal, the green boxes, are where the machine learning algorithm did the right thing. And everything else is where the algorithm messed up. In this case, the machine learning algorithm didn't do very well, but can you blame it? These are all terrible movies. Bam."
52,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,351.0,388.0,37.0," Ultimately, the size of the confusion matrix is determined by the number of things we want to predict. In the first example, we were only trying to predict two things if someone had hard disease or if they didn't. In that gave us a confusion matrix with two rows and two columns. In the second example, we had three things to choose from, and a confusion matrix with three rows and three columns. If we had four things to choose from, we get a confusion matrix with four rows and four columns."
53,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,388.0,415.0,27.0," And if we had four things to choose from, we get a confusion matrix with 40 rows and 40 columns. Double bam. In summary, a confusion matrix tells you what your machine learning algorithm did right and what it did wrong. Hooray, we've made it to the end of another exciting stat quest. If you like this stat quest and want to see more, please subscribe."
54,Machine Learning Fundamentals: The Confusion Matrix,https://www.youtube.com/watch?v=Kdsp6soqA7o,Kdsp6soqA7o,415.0,424.0,9.0," And if you want to support stat quest, well, consider buying one or two of my original songs. All right, until next time, quest on."
55,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,0.0,22.0,22.0," When the well runs dry, you might be thirsty, but there's still stack quest you can watch it. Stack Quest Hello, I'm Josh Starman, welcome to Stack Quest. Today we're going to continue our series on machine learning fundamentals, and we're going to talk about sensitivity and specificity."
56,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,22.0,45.0,23.0," They're going to be clearly explained. This Stack Quest follows up on the one that describes the confusion matrix. So if you're not already down with that, check out the Quest. The first half of this video will explain how to calculate and interpret sensitivity and specificity when you have a confusion matrix with two rows and two columns."
57,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,45.0,67.0,22.0," And the second half will show you how to calculate and interpret sensitivity and specificity when you have three or more rows and columns. Even if you're already down with the confusion matrix, let's remember that rows correspond to what was predicted. And columns correspond to the known truth."
58,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,67.0,88.0,21.0," When there are only two categories to choose from, in this case, the two choices were has heart disease or does not have heart disease. Then, the top left hand corner contains the true positives. True positives are patients that have heart disease that were also predicted to have heart disease."
59,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,89.0,107.0,18.0, ChurNextGuys are in the bottom right hand corner. true negatives are patients that did not have heart disease and were predicted not to have heart disease. The bottom left hand corner contains the false negatives. False negatives are when a patient has heart disease
60,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,107.0,125.0,18.0," but the prediction said they didn't. Lastly, the top right hand corner contains the false positives. False positives are patients that do not have heart disease but the prediction says that they do. Once we filled out the confusion matrix,"
61,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,125.0,147.0,22.0," we can calculate two useful metrics, sensitivity and specificity. In this case, sensitivity tells us what percentage of patients with heart disease were correctly identified. sensitivity is the true positives, divided by the sum of the true positives and the false negatives."
62,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,149.0,170.0,21.0," Specificity tells us what percentage of patients without heart disease were correctly identified. Specificity are the true negatives divided by the sum of the true negatives and the false positives. In the stat quest on the confusion matrix,"
63,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,170.0,191.0,21.0," we applied logistic regression to a testing data set and ended up with this confusion matrix. Let's start by calculating sensitivity for this logistic regression. Here's the formula for sensitivity. And for true positives, we plug in 139."
64,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,192.0,213.0,21.0," And for false negatives, we plug in 32. When we do the math, we get 0.81. sensitivity tells us that 81% of the people with heart disease were correctly identified by the logistic regression model. Now let's calculate the specificity."
65,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,214.0,236.0,22.0," Here's the formula for specificity. And for true negatives, we'll plug in 112. And for false positives, we'll plug in 20. When we do the math, we get 0.85. Specificity tells us that 85% of the people without heart disease"
66,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,237.0,255.0,18.0, were correctly identified by the logistic regression model. Now let's calculate sensitivity and specificity for the random forest model that we used in the confusion matrix stat quest. Here's the confusion matrix. Here's the formula for sensitivity.
67,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,256.0,275.0,19.0," And when we plug in the numbers, we get 0.83. Here's the formula for specificity. And when we plug in the numbers, we get 0.83 again. Now we can compare the sensitivity and specificity values that we calculated for the logistic regression. To the values we calculated for the random forest."
68,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,276.0,300.0,24.0," sensitivity tells us that the random forest is slightly better at correctly identifying positives, which, in this case, are patients with heart disease. And for false positives, we can use the formula for specificity. We're correctly identifying positives, which, in this case, are patients with heart disease. Specificity tells us that logistic regression is slightly better at correctly identifying negatives,"
69,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,301.0,330.0,29.0," which, in this case, are patients without heart disease. We would choose the logistic regression model if correctly identifying patients without heart disease was more important than correctly identifying patients with heart disease. Alternatively, we would choose the random forest model if correctly identifying patients with heart disease was more important than correctly identifying patients without heart disease."
70,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,331.0,370.0,39.0," Bam. In the confusion matrix stat quest, we calculated this confusion matrix when we tried to predict someone's favorite movie. Now let's talk about how to calculate sensitivity and specificity when we have a confusion matrix with three rows and three columns. The big difference when calculating sensitivity and specificity for larger confusion matrices is that there are no single values that work for the entire matrix. Instead, we calculated different sensitivity and specificity for each category."
71,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,371.0,406.0,35.0," So for this confusion matrix, we'll need to calculate sensitivity and specificity for the movie troll 2 for the movie GORPOLACE and for the movie CUL as ICE. Let's start by calculating sensitivity for TURL 2. For TURL 2, there were 12 true positives. People that were correctly predicted to love TURL 2 more than GORPOLACE and CUL as ICE. So for true positives, we'll plug in 12."
72,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,407.0,442.0,35.0," And there were 112 plus 83, which equals 195 false negatives. People that loved TURL 2, but were predicted to love GORPOLACE or CUL as ICE. So for false negatives, we'll plug in 195. And when we do the math, we get 0.06. Sensitivity for TURL 2 tells us that only 6% of the people that loved the movie TURL 2 more than GORPOLACE or CUL as ICE or correctly identified."
73,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,443.0,474.0,31.0," Now let's calculate the specificity for TURL 2. There were 23 plus 77 plus 92 plus 17 equals 209 true negatives. People that were correctly predicted to like GORPOLACE or CUL as ICE more than TURL 2. So for true negatives, we'll plug in 209. And there were 102 plus 93 equals 195 false positives."
74,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,475.0,509.0,34.0," People that loved GORPOLACE or CUL as ICE the most, but were predicted to love TURL 2. So for false positives, we'll plug in 195. And when we do the math, we get 0.52. Specificity for TURL 2 tells us that 52% of the people who loved GORPOLACE or CUL as ICE more than TURL 2 were correctly identified. Calculating sensitivity and specificity for GORPOLACE is very similar."
75,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,510.0,535.0,25.0," Let's start by calculating sensitivity. There are 23 true positives. People that were correctly predicted to love GORPOLACE the most. And 102 plus 92 equals 194 false negatives. People who loved GORPOLACE the most, but were predicted to love TURL 2 or CUL as ICE more."
76,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,536.0,566.0,30.0," When we do the math, we get 0.11. Since the activity for GORPOLACE tells us that only 11% of the people that loved GORPOLACE were correctly identified. Now let's calculate specificity. They were 12 plus 93 plus 83 plus 17 equals 200 5 true negatives. People correctly identified as loving TURL 2 or CUL as ICE more than GORPOLACE."
77,Machine Learning Fundamentals: Sensitivity and Specificity,https://www.youtube.com/watch?v=vP06aMoz4v8,vP06aMoz4v8,567.0,601.0,34.0," And 112 plus 77 equals 189 false positives. People predicted to love GORPOLACE even though they didn't. And when we do the math, we get 0.52. Specificity for GORPOLACE tells us that 52% of the people that loved TURL 2 are CUL as ICE more than GORPOLACE were correctly identified. Lastly, calculating sensitivity and specificity for CUL as ICE follows the same steps."
